	Authors	Title	Citation	DOI	Year	Month	0	1	2	3	FINDINGS	Reported	Correction Date	Retraction	Correction	No Action	SUM  Completed	Other Journals	Publication Rate	Duration of Career	highest_degree	degree_area	Lab Size	Affiliation University	Rank	Temperature	Anomaly	County	Locale	State	R&D Rank	Percentile	R&D Expenditures
55	Nobuo Okahashi, Atsuo Sakurai, Ichiro Nakagawa, Taku Fujiwara, Shigetada Kawabata, Atsuo Amano, and Shigeyuki Hamada	Infection by Streptococcus pyogenes Induces the Receptor Activator of NF-__B Ligand Expression in Mouse Osteoblastic Cells	Infect. Immun. Feb. 2003, p. 948ï¿½955 Vol. 71, No. 2	10.1128/IAI.71.2.948-955.2003	2003	IAI		1.0			duplicated blots, two sets	1				1.0	1	[['Microbiol Immunol', 'J Periodontal Res', 'Infect Immun'], ['Clin Exp Dent Res', 'Bull Tokyo Dent Coll', 'Biochem Biophys Res Commun'], ['Autophagy', 'Circ J', '2016 Feb 10'], ['J Prosthodont', 'Front Cell Infect Microbiol', 'Anal Methods'], ['Microbiol Immunol', 'Tanpakushitsu Kakusan Koso', 'Cell Microbiol'], ['Autophagy', 'Nature', 'Front Oral Health'], ['Proc Jpn Acad Ser B Phys Biol Sci', 'Microorganisms', 'J Med Microbiol']]	[1.43, 0.79, 10.53, 2.71, 4.95, 5.71, 5.3]	21	-1	-1	7	Department of Oral and Molecular Microbiology, Osaka University Graduate School of Dentistry, 1-8 Yamadaoka, Japan. okahashi@dent.osaka-u.ac.jp	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
56	Stephanie Dahan, Guillaume Dalmasso, Veronique Imbert, Jean-Francois Peyron, Patrick Rampal, and Dorota Czerucka	Saccharomyces boulardii Interferes with Enterohemorrhagic Escherichia coli-Induced Signaling Pathways in T84 Cells	Infection and Immunity 73: Feb. 2003, p. 766ï¿½773	10.1128/IAI.71.2.766ï¿½773.2003	2003	IAI			1.0		multiple cases of duplicated bands within same blot	CHECK				1.0	1	[['Cell', 'Immunol Res', 'Immunol Rev'], ['Autophagy', 'Nature', 'Toxins (Basel)'], ['Cancer Cell', 'J Biol Chem', 'Biomedicines'], ['Cancer Cell', 'J Biol Chem', 'Blood'], ['Ann Glob Health', 'World J Gastroenterol', 'Microbes Infect'], ['Ann Glob Health', 'Nat Microbiol', 'BMC Genomics']]	[1.06, 3.26, 1.55, 2.05, 1.68, 0.95]	17	Ph.D.	-1	6		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
57	Laura W. Schrum, Ian Marriott, Betsy R. Butler, Elaine K. Thomas, Michael C. Hudson, and Kenneth L. Bost	Functional CD40 Expression Induced following Bacterial Infection of Mouse and Human Osteoblast	Infect. Immun. Mar. 2003, p. 1209ï¿½1216	10.1128/IAI.71.3.1209ï¿½1216.2003	2003	IAI		1.0			duplicated microscopoy images	CHECK				1.0	1	[['Alcohol', 'Semin Liver Dis', 'Hepat Oncol'], ['Trans R Soc Trop Med Hyg', 'Nat Neurosci', 'Immunopharmacol Immunotoxicol'], ['Infect Immun', 'J Immunol', 'Am J Pathol'], ['Blood', 'J Immunol', 'Cancer Biol Ther'], ['Biomed Mater', 'Bone', 'J Biomed Mater Res A'], ['Front Biosci', 'BMC Biotechnol', 'Toxicon']]	[2.5, 3.8, 0.44, 3.8, 1.25, 2.94]	20	-1	-1	6		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
58	Sen Rong Yan, Gefei Qing, David M. Byers, Andrew W. Stadnyk, Walla Al-Hertani, and Robert Bortolussi	Role of MyD88 in Diminished Tumor Necrosis Factor Alpha Production by Newborn Mononuclear Cells in Response to Lipopolysaccharide	Infect. Immun. Mar. 2004, p. 1223ï¿½1229 Vol. 72, No. 3	10.1128/IAI.72.3.1223-1229.2004	2004	IAI			1.0		Mirrored blot	1				1.0	1	[['Transl Oncol', 'Oncogene', 'Clin Invest Med'], ['Pathology', 'Histopathology', 'Cancers (Basel)'], ['Biochem Cell Biol', 'Biochim Biophys Acta', 'J Biol Chem'], ['Life (Basel)', 'Cell Mol Gastroenterol Hepatol', 'Inflamm Bowel Dis'], ['Am J Hematol', 'Am J Hum Genet', 'Trends Pharmacol Sci'], ['Clin Invest Med', 'CMAJ', 'Int Breastfeed J']]	[0.83, 1.45, 2.0, 1.65, 1.24, 1.75]	12	-1	-1	6	Department of Pediatrics, Dalhousie University, Halifax, Nova Scotia B3J 3G9, Canada.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
59	Peter L. W. Yun, Arthur A. Decarlo, Cheryl C. Chapple, and Neil Hunter	Functional Implication of the Hydrolysis of Platelet Endothelial Cell Adhesion Molecule 1 (CD31) by Gingipains of Porphyromonas gingivalis for the Pathology of Periodontal Disease	Infect. Immun. Mar. 2005, p. 1386ï¿½1398 Vol. 73, No. 3	10.1128/IAI.73.3.1386-1398.2005	2005	IAI			1.0		Overlapping microscopy panels	1				1.0	1	[['Microb Pathog', 'Infect Immun'], ['BMC Biotechnol', 'J Biomater Sci Polym Ed', 'Infect Immun'], ['Clin Oral Investig', 'Microsc Res Tech', 'Pathology'], ['J Antimicrob Chemother', 'Cold Spring Harb Perspect Biol', 'Elife']]	[0.8, 0.69, 0.5, 9.52]	5	-1	-1	4	Institute of Dental Research, Westmead Millennium Institute and Centre for Oral Health, Westmead Hospital, P.O. Box 533, Wentworthville, Sydney, NSW 2145, Australia. plwyun@yahoo.com	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
60	Samithamby Jeyaseelan, Hong Wei Chu, Scott K. Young, Mason W. Freeman, and G. Scott Worthen	Distinct Roles of Pattern Recognition Receptors CD14 and Toll-Like Receptor 4 in Acute Lung Injury	Infection, and Immunity, Mar. 2005, p. 1754ï¿½1763 Vol. 73, No. 3	10.1128/IAI.73.3.1754ï¿½1763.2005	2005	IAI			1.0		Overlapping microscopy panels	1				1.0	1	[['Infect Immun', 'J Leukoc Biol', 'Mucosal Immunol'], ['Nat Commun', 'Eur Respir J', 'Methods Mol Biol'], ['Am J Pathol', 'Am J Respir Cell Mol Biol', 'Infect Immun'], ['bioRxiv', 'Cell Host Microbe', 'JAMA'], []]	[2.8, 5.67, 1.69, 2.85, -1]	20	PhD	Pathobiological Sciences	5		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
61	Ellen J. Beswick, Irina V. Pinchuk, Kyle Minch, Giovanni Suarez, Johanna C. Sierra, Yoshio Yamaoka, and Victor E. Reyes	The Helicobacter pylori Urease B Subunit Binds to CD74 on Gastric Epithelial Cells and Induces NF-__B Activation and Interleukin-8 Production	Infect. Immun. Feb. 2006, p. 1148ï¿½1155 Vol. 74, No. 2	10.1128/IAI.74.2.1148-1155.2006	2006	IAI		1.0			Duplicated blot panel within other panel	1				1.0	1	[['Blood', 'J Leukoc Biol', 'Biochim Biophys Acta Rev Cancer'], ['J Leukoc Biol', 'Toxins (Basel)', 'Biomedicines'], ['Cell Microbiol', 'PLoS One', 'Nat Commun'], ['World J Gastroenterol', 'Cell Mol Gastroenterol Hepatol', 'J Infect Dis'], ['Gastroenterology', 'Cell Rep', 'Infect Immun'], ['Toxins (Basel)', 'Helicobacter', 'Gut'], ['Toxins (Basel)', 'Curr Top Microbiol Immunol', 'World J Gastroenterol']]	[2.74, 1.85, 0.81, 2.76, 1.67, 10.0, 1.89]	19	-1	-1	7	Department of Pediatrics, Children's Hospital, Room 2.300, University of Texas Medical Branch, 301 University Blvd., Galveston, TX 77555, USA.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
62	Catherine J. Hunter, Monica Williams, Mikael Petrosyan, Yigit Guner, Rahul Mittal, Dennis Mock, Jeffrey S. Upperman, Henri R. Ford, and Nemani V. Prasadarao	Lactobacillus bulgaricus Prevents Intestinal Epithelial Cell Injury Caused by Enterobacter sakazakii-Induced Nitric Oxide both In Vitro and in the Newborn Rat Model of Necrotizing Enterocolitis__	Infect. Immun. Mar. 2009, p. 1031ï¿½1043 Vol. 77, No. 3	10.1128/IAI.01192-08	2009	IAI			1.0		Overlapping microscopy, mirrored blot panels, multiple cases	1				1.0	1	[['Curr Opin Pediatr', 'Infect Immun', 'Microbiol Spectr'], ['Br J Surg', 'Anesthesiology', 'Infect Immun'], ['Infect Immun', 'Semin Pediatr Surg', 'Transl Gastroenterol Hepatol'], ['N Engl J Med', 'J Pediatr Surg', 'Infect Immun'], ['Nutr Rev', 'J Drug Target', 'J Cell Physiol'], ['Infect Immun', 'Nat Immunol', 'Invest Ophthalmol Vis Sci'], ['Infect Immun', 'Semin Pediatr Surg', 'Bull Am Coll Surg'], ['Infect Immun', 'J Pediatr', 'Lancet'], ['Infect Immun', 'FEBS J', 'Surg Infect (Larchmt)']]	[3.35, 2.0, 2.52, 4.4, 6.74, 1.22, 7.81, 6.67, 3.53]	17	-1	-1	9	Department of Surgery, The Saban Research Institute, Children's Hospital Los Angeles, and Keck School of Medicine, University of Southern California,4 Los Angeles, California 90027, USA.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
63	Suleyman Felek, and Eric S. Krukonis	The Yersinia pestis Ail Protein Mediates Binding and Yop Delivery to Host Cells Required for Plague Virulence__	Infection, and Immunity, Feb. 2009, p. 825ï¿½836 Vol. 77, No. 2	10.1128/IAI.00913-08	2009	IAI			1.0		Mirrored microscopy image	1				1.0	1	[['Cell Microbiol', 'Case Rep Crit Care', 'Structure'], ['FEBS Lett', 'Mol Microbiol', 'PLoS One']]	[1.19, 1.28]	16	-1	-1	2	Department of Biologic and Materials Sciences, University of Michigan School of Dentistry, University of Michigan School of Medicine, Ann Arbor, Michigan, USA.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
64	Paola Massari, Jay Gunawardana, Xiuping Liu, and Lee M. Wetzler	Meningococcal Porin PorB Prevents Cellular Apoptosis in a Toll-Like Receptor 2- and NF-__B-Independent Manner__	Infect. Immun. Mar. 2010, p. 994ï¿½1003 Vol. 78, No. 3	10.1128/IAI.00156-09	2010	IAI			1.0		Duplicated blot panels, different exposure	1	7/8/15		1.0		1	[['Vaccines (Basel)', 'Infect Immun', 'Front Immunol'], ['Br J Haematol', 'J Clin Oncol', 'Blood Adv'], ['Immunity', 'Cell', 'Cancer Cell'], ['N Engl J Med', 'Angew Chem Int Ed Engl']]	[1.95, 1.12, 11.76, 0.11]	20	-1	-1	4	Evans BioMedical Research Center, Section of Infectious Diseases, Department of Medicine, Boston University School of Medicine, Rm. 635, 650 Albany Street, Boston, MA 02118, USA. pmassari@bu.edu	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
65	Min-Hee Cho, Hae-Jeong Ahn, Hyun-Joon Ha, Jungchan Park, Jeong-Hoon Chun, Bong-Su Kim, Hee-Bok Oh, and Gi-eun Rhie	Bacillus anthracis Capsule Activates Caspase-1 and Induces Interleukin-1__ Release from differentiated THP-1 and Human Monocyte-Derived Dendritic Cells__	Infect. Immun. Mar. 2010, p. 994ï¿½1003 Vol. 78, No. 3	10.1128/IAI.00956-09	2010	IAI			1.0		Multiple cases of duplicated blots, stretched	1				1.0	1	[['Infect Immun', 'ACS Appl Mater Interfaces', 'J Microbiol'], ['Infect Immun', 'Mol Immunol', 'J Immunol'], ['Molecules', 'Front Chem', 'Org Biomol Chem'], ['Korean J Anesthesiol', 'PLoS One', 'Diagnostics (Basel)'], ['BMC Microbiol', 'Epidemiol Infect', 'J Glob Antimicrob Resist'], ['Insects', 'Nucleic Acids Res', 'Gene'], ['Nucleic Acids Res', 'Emerg Infect Dis', 'J Gen Virol'], ['Ann Lab Med', 'BMC Microbiol', 'J Med Virol']]	[0.76, 0.1, 2.5, 3.62, 1.5, 1.78, 3.08, 2.57]	17	-1	-1	8	Division of High-risk Pathogen Research, Center for Infectious Diseases, National Institute of Health, 194 Tongil-Lo, Eunpyung-gu, Seoul 122-701, Korea.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
66	Yuan Du, Tomomi Hashizume, Tomoko Kurita-Ochiai, Satoshi Yuzawa, Yoshimitsu Abiko, and Masafumi Yamamoto	Nasal Immunization with a Fusion Protein Consisting of the Hemagglutinin A Antigenic Region and the Maltose-Binding Protein Elicits CD11c__ CD8__ Dendritic Cells for Induced Long-Term Protective Immunity__	Infect. Immun. Feb. 2011, p. 895ï¿½904 Vol. 79, No. 2	10.1128/IAI.01203-10	2011	IAI		1.0			Duplicated FACS plots, multiple cases	1	10/15/15		1.0		1	[['ACS Nano', 'iScience', 'ChemSusChem'], ['Pathog Dis', 'Immunopharmacol Immunotoxicol', 'FEMS Immunol Med Microbiol'], ['Antioxidants (Basel)', 'Immunopharmacol Immunotoxicol', 'Nihon Yakurigaku Zasshi'], ['J Ind Microbiol Biotechnol', 'ACS Synth Biol', 'Curr Opin Biotechnol'], ['Periodontol 2000', 'J Biomed Mater Res B Appl Biomater', 'PLoS One'], ['Biomed Res Int', 'Curr Top Microbiol Immunol', 'Antioxidants (Basel)']]	[7.28, 1.15, 2.2, 1.69, 6.47, 4.52]	18	PhD	-1	6	Department of Microbiology and Immunology, Nihon University School of Dentistry at Matsudo, 2-870-1 Sakaecho-Nishi, Matsudo, Chiba 271-8587, Japan.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
67	Eva Hervet, Xavier Charpentier, Anne Vianney, Jean-Claude Lazzaroni, Christophe Gilbert, Daniele Atlan, and Patricia Doublet	Protein Kinase LegK2 Is a Type IV Secretion System Effector Involved in Endoplasmic Reticulum Recruitment and Intracellular Replication of Legionella pneumophila__	Infect. Immun. May 2011, p. 1936ï¿½1950 Vol. 79, No. 5	10.1128/IAI.00805-10	2011	IAI			1.0		Duplicated blot strips, stretched	1	7/8/15		1.0		1	[['Infect Immun', 'mBio'], ['Methods Mol Biol', 'Curr Genet', 'Appl Environ Microbiol'], ['Biochimie', 'Methods Mol Biol', 'Biofouling'], ['Biochimie', 'Proc Natl Acad Sci U S A', 'J Bacteriol'], ['Methods Mol Biol', 'Virulence', 'BMC Microbiol'], ['Int J Food Microbiol', 'BMC Biochem', 'Protist'], ['Trends Parasitol', 'Int J Mol Sci', 'Arch Microbiol']]	[0.6, 1.62, 0.94, 0.93, 0.9, 0.94, 1.43]	5	-1	-1	7	UniversitÃ© de Lyon, UniversitÃ© Lyon 1, CNRS UMR 5240 Microbiologie, Adaptation et PathogÃ©nie, 69622 Villeurbanne, France.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
68	Asim A. Siddiqui, Jia Xainli, Jesse Schloegel, Lenore Carias, Francis Ntumngia, Menachem Shoham, Joanne L. Casey, Michael Foley, John H. Adams, and Christopher L. King	Fine Specificity of Plasmodium vivax Duffy Binding Protein Binding Engagement of the Duffy Antigen on Human Erythrocytes	Infect. Immun. 2012, 80(8):2920	10.1128/IAI.00206-12	2012	IAI			1.0		duplicated, shifted, rotated blot strips/lanes	1	6/1/15	1.0			1	[['Infect Immun', 'Antimicrob Agents Chemother', 'ACS Infect Dis'], ['Infect Immun', 'PLoS Med', 'J Infect Dis'], ['Infect Immun', 'Clin Vaccine Immunol', 'mSphere'], ['Infect Immun', 'medRxiv', 'Nat Commun'], ['Infect Immun', 'Expert Rev Vaccines', 'Vaccine'], ['Infect Immun', 'Future Med Chem', 'Future Microbiol'], ['Infect Immun', 'Cell', 'J Biol Chem'], ['Semin Perinatol', 'Nature', 'Am J Obstet Gynecol'], ['Cold Spring Harb Perspect Med', 'Science', 'Infect Immun'], ['Infect Immun', 'Acta Crystallogr Sect E Struct Rep Online', 'PLoS Negl Trop Dis']]	[1.27, 0.5, 0.64, 1.25, 1.72, 1.41, 0.88, 6.45, 5.85, 6.19]	15	-1	-1	10	Case Western Reserve University, Center for Global Health and Diseases, Cleveland, Ohio, USA.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
69	Balamayooran Theivanthiran, Sanjay Batra, Gayathriy Balamayooran, Shanshan Cai, Koichi Kobayashi, Richard A. Flavell, and Samithamby Jeyaseelan	NOD2 Signaling Contributes to Host Defense in the Lungs against Escherichia coli Infection	Infect. Immun. 2012, 80(7):2558	10.1128/IAI.06230-11	2012	IAI			1.0		duplicated, shifted blot panels	1	5/1/15	1.0			1	[['Infect Immun', 'Cancers (Basel)', 'Innate Immun'], ['N Engl J Med', 'Infect Immun', 'Eur Respir Rev'], ['Infect Immun', 'Vet Pathol', 'Clin Dermatol'], ['Infect Immun', 'Am J Respir Crit Care Med', 'Viruses'], ['Immunity', 'Nat Rev Immunol', 'Infect Immun'], ['Nature', 'Open Biol', 'Front Med'], ['Mucosal Immunol', 'Infect Immun', 'J Leukoc Biol']]	[0.83, 4.6, 1.38, 2.37, 9.52, 12.5, 2.8]	12	-1	-1	7	Laboratory of Lung Biology, Department of Pathobiological Sciences and Center for Experimental Infectious Disease Research, Harvard Medical School, Boston, Massachusetts, USA.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
70	Javier Santander, Greg Golden, Soo-Young Wanda, and Roy Curtiss III	Fur-Regulated Iron Uptake System of Edwardsiella ictaluri and Its Influence on Pathogenesis and Immunogenicity in the Catfish Host	Infect. Immun. 2012, 80(8):2689	10.1128/IAI.00013-12	2012	IAI			1.0		rotated duplicated colony photo	1	12/1/15		1.0		1	[['PLoS One', 'J Fish Dis', 'Infect Immun'], ['Avian Dis', 'Nano Lett', 'Infect Immun'], ['Crit Rev Immunol', 'Poult Sci', 'BMC Biotechnol'], ['Front Immunol', 'Microorganisms', 'Vaccine']]	[3.0, 0.64, 1.18, 0.44]	16	-1	-1	4	The Biodesign Institute, Center for Infectious Diseases and Vaccinology, Arizona State University, Tempe, Arizona, USA. jasantanderm@asu.edu	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
71	Kaitlyn Morse, Junzo Norimine, Guy H. Palmer, Eric L. Sutten, Timothy V. Baszler, and Wendy C. Brown	Association and Evidence for Linked Recognition of Type IV Secretion System Proteins VirB9-1, VirB9-2 and VirB10 in Anaplasma marginale	Infect. Immun. 2012, 80(1):215	10.1128/IAI.05798-11	2012	IAI			1.0		duplicated blot strips, slightly shifted	1				1.0	1	[['Vaccine', 'J Immunol', 'Infect Immun'], ['Vet Parasitol', 'J Vet Med Sci', 'Transbound Emerg Dis'], ['Salud Publica Mex', 'PLoS One', 'Cell Microbiol'], ['Clin Vaccine Immunol', 'Infect Immun'], ['Vet Rec', 'Virus Res', 'PLoS One'], ['Vet Parasitol', 'Annu Rev Anim Biosci', 'Comp Immunol Microbiol Infect Dis']]	[0.67, 2.95, 6.8, 0.67, 1.43, 5.0]	9	PhD	-1	6	Program in Vector-Borne Diseases, Department of Veterinary Microbiology and Pathology, Paul G. Allen School for Global Animal Health, Washington State University, Pullman, Washington, USA.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
72	Wael Abdel Halim Hegazy, Xin Xu, Leonid Metelitsa, and Michael Hensel	Evaluation of Salmonella enterica Type III Secretion System Effector Proteins as Carriers for Heterologous Vaccine Antigens	Infect. Immun. 2012, 80(3):1193	10.1128/IAI.06056-11	2012	IAI		1.0			duplicated gel panels, exact duplicate	1			1.0		1	[['Future Microbiol', 'Asian Pac J Cancer Prev', 'Infect Immun'], ['Redox Biol', 'Front Cell Infect Microbiol', 'Mol Cancer'], ['Nat Med', 'Cancer Immunol Res', 'Clin Cancer Res'], ['Autophagy', 'Int J Mol Sci', 'Front Cell Infect Microbiol']]	[0.78, 20.0, 1.85, 6.04]	9	-1	Microbiology	4	Mikrobiologisches Institut, UniversitÃ¤tsklinikum Erlangen, Erlangen, Germany.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
73	Yun Sun, Wen-Jiang Zheng, Yong-Hua Hu, Bo-Guang Sun, and Li Sun	Edwardsiella tarda Eta1, an In Vivo-Induced Antigen That Is Involved in Host Infection	Infect. Immun. 2012, 80(8):2948	10.1128/IAI.00063-12	2012	IAI			1.0		very similar negative microscopy images, very similar cell grouping in other image	1				1.0	1	[['N Engl J Med', 'Aging Dis', 'Cell Death Dis'], ['BioData Min', 'Evid Based Complement Alternat Med', 'Soft Matter'], ['Int J Syst Evol Microbiol', 'Zhonghua Liu Xing Bing Xue Za Zhi', 'Biomed Environ Sci'], ['Virulence', 'Fish Shellfish Immunol', 'Int J Biol Macromol'], ['J Abnorm Child Psychol', 'Front Psychiatry', 'Soc Sci Med']]	[16.67, 1.82, 9.95, 1.73, 0.25]	12	-1	-1	5	Key Laboratory of Experimental Marine Biology, Institute of Oceanology, Chinese Academy of Sciences, Qingdao, China.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
74	Carlos J. Blondel, Juan C. Jime_nez, Lorenzo E. Leiva, Sergio A. ï¿½lvarez, Bernardo I. Pinto, Francisca Contreras, David Pezoa, Carlos A. Santiviago, and Inï¿½s Contrerasnd	The Type VI Secretion System Encoded in Salmonella Pathogenicity Island 19 Is Required for Salmonella enterica Serotype Gallinarum Survival within Infected Macrophages	Infect. Immun. 2013, 81(4):1207	10.1128/IAI.01165-12	2013	IAI			1.0		duplicated/mirrored blot panels (negative blots)	1	10/1/15		1.0		1	[['Science', 'Infect Immun', 'PLoS Pathog'], [], ['Front Genet', 'Biochem Biophys Res Commun', 'Open Biol'], ['Cleft Palate Craniofac J', 'Front Microbiol', 'Genes (Basel)'], ['BMC Cell Biol', 'Sci Rep', 'Proc Natl Acad Sci U S A'], ['Int J Mol Sci', 'Extremophiles', 'Comput Struct Biotechnol J'], ['Front Microbiol', 'Oncotarget', 'Viruses'], ['Sci Rep', 'Microb Pathog', 'Front Microbiol'], ['Phytochemistry', 'Curr Allergy Asthma Rep', 'Endocr Connect']]	[1.56, -1, 0.62, 1.5, 1.12, 0.56, 0.9, 2.09, 3.77]	16	-1	-1	9	Departamento de BioquÃ­mica y BiologÃ­a Molecular, Facultad de Ciencias QuÃ­micas y FarmacÃ©uticas, Universidad de Chile, Santiago, Chile.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
75	Kelei Zhao, Xin Deng, Chuan He, Bisong Yue, and Min Wu	Pseudomonas aeruginosa Outer Membrane Vesicles Modulate Host Immune Responses by Targeting the Toll-Like Receptor 4 Signaling Pathway	Infect. Immun. 2013, 81(12):4509	10.1128/IAI.01008-13	2013	IAI				1	duplicated blots, shifted, band duplicated within same panel	1	5/1/15	1.0			1	[['Infect Immun', 'Environ Microbiol', 'J Microbiol'], ['Nat Chem Biol', 'Nat Commun', 'Proc Natl Acad Sci U S A'], ['Cell', 'Nat Rev Mol Cell Biol', 'Science'], ['Infect Immun', 'Cancer Lett', 'Genomics'], ['Autophagy', 'Nat Med', 'Nat Commun']]	[3.73, 14.29, 18.18, 9.05, 33.33]	11	-1	-1	5	Department of Biochemistry and Molecular Biology, School of Medicine and Health Sciences, University of North Dakota, Grand Forks, North Dakota, USA.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
76	Whitney M. Amyot, Dennise deJesus, and Ralph R. Isberg 	Poison Domains Block Transit of Translocated Substrates via the Legionella pneumophila Icm/Dot System	Infect. Immun. 2013, 81(9):3239. DOI: 10.1128/IAI.00552-13	10.1128/IAI.00552-13	2013	IAI		1.0			duplicated gel panels, exact duplicate	1	10/1/14		1.0		1	[['Infect Immun', 'Cell Microbiol'], ['J Bacteriol', 'PLoS Pathog', 'Future Microbiol'], ['Proc Natl Acad Sci U S A', 'Annu Rev Microbiol', 'Microbiol Spectr']]	[0.67, 0.07, 5.25]	3	-1	-1	3	Department of Molecular Biology and Microbiology, Graduate Program in Molecular Microbiology, Sackler School of Graduate Biomedical Science, Tufts University School of Medicine, Boston, Massachusetts, USA.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
77	Xianqiong Zou, Brent S. Sorenson, Karen F. Ross, and Mark C. Herzberg	Augmentation of Epithelial Resistance to Invading Bacteria by Using mRNA Transfections	Infect. Immun. 2013, 81(11):3975	10.1128/IAI.00539-13	2013	IAI		1.0			duplicated actin blot panels, exact	1	3/1/15		1.0		1	[['Cell Physiol Biochem', 'Chem Phys Lipids', 'Infect Immun'], ['Antiinflamm Antiallergy Agents Med Chem', 'Oncotarget', 'Vet Comp Oncol'], ['Microbes Infect', 'Sci Signal', 'Antiinflamm Antiallergy Agents Med Chem'], ['Immunol Lett', 'J Clin Periodontol', 'Infect Immun']]	[1.79, 0.89, 1.24, 1.77]	19	-1	-1	4	Department of Diagnostic and Biological Sciences, School of Dentistry, University of Minnesota, Minneapolis, Minnesota, USA.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
78	Xiucai Xu, Tingting Liu, Aimei Zhang, Xingxing Huo, Qingli Luo, Zhaowu Chen, Li Yu, Qing Li, Lili Liu, Zhao-rong Lun, and Jilong Shen	Reactive Oxygen Species-Triggered Trophoblast Apoptosis Is Initiated by Endoplasmic Reticulum Stress via Activation of Caspase-12, CHOP and the JNK Pathway in Toxoplasma gondii Infection in Mice	Infect. Immun. 2012, 80(6):2121	10.1128/IAI.06295-11	2013	IAI				1	duplicated FACS plots, one pair exact, other possibly altered, duplicated blot panels, flipped	1	4/1/15	1.0			1	[['Infect Immun', 'Leuk Lymphoma', 'Proteomics'], ['Nature', 'Sci Adv', 'N Engl J Med'], ['Infect Immun', '3 Biotech', 'Nat Commun'], ['Infect Immun', 'Front Pharmacol', 'Open Life Sci'], ['World J Gastroenterol', 'Infect Immun', 'Nutrients'], ['Infect Immun', 'Opt Express', 'Biomarkers'], ['J Am Coll Cardiol', 'Nature', 'Dev Cell'], ['Cell', 'Intensive Care Med', 'Nat Struct Mol Biol'], ['Nat Commun', 'Orphanet J Rare Dis', 'Mol Ther Nucleic Acids'], ['Infect Immun', 'Trends Pharmacol Sci', 'Lancet Infect Dis'], ['World J Gastroenterol', 'BMC Cancer', 'Front Microbiol']]	[1.62, 50.0, 3.15, 1.4, 5.75, 1.0, 66.67, 22.22, 33.33, 6.71, 6.86]	21	-1	-1	11	Anhui Provincial Laboratories of Pathogen Biology and Zoonoses, Department of Microbiology and Parasitology, Anhui Medical University, Hefei, China.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
79	Jiale Ma, Yinli Bao, Min Sun, Wenyang Dong, Zihao Pan, Wei Zhang, Chengping Lu, Huochun Yao	Two Functional Type VI Secretion Systems in Avian Pathogenic Escherichia coli Are Involved in Different Pathogenic Pathways	Infection, and Immunity, September 2014 Volume 82 Number 9 p. 3867ï¿½3879	10.1128/IAI.01769-14	2014	IAI				1	Duplicated lanes within same blot	1	7/8/15		1.0		1	[['Bosn J Basic Med Sci', 'Small', 'Viruses'], ['Virulence', 'Int J Med Microbiol', 'PLoS One'], ['J Hematol Oncol', 'Cell Res', 'Cell Death Dis'], ['Semin Immunopathol', 'Bull Entomol Res', 'Pestic Biochem Physiol'], ['Mol Cancer', 'Microb Pathog', 'Viruses'], ['Cell', 'Nature', 'N Engl J Med'], ['Dis Aquat Organ', 'Wei Sheng Wu Xue Bao', 'Appl Microbiol Biotechnol'], ['Dis Aquat Organ', 'Viruses', 'Front Microbiol']]	[6.7, 1.5, 9.52, 2.89, 7.6, 14.29, 10.53, 6.6]	10	Doctor of Philosophy	-1	8	College of Veterinary Medicine, Nanjing Agricultural University, Nanjing, China Key Lab of Animal Bacteriology, Ministry of Agriculture, Nanjing, China.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
